,path,emotion
890,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4527.wav,negative
891,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4528.wav,negative
892,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4530.wav,negative
893,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4536.wav,negative
894,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4553.wav,negative
895,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/456.wav,negative
896,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4565.wav,negative
897,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/457.wav,negative
898,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4576.wav,negative
899,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/458.wav,negative
900,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4587.wav,negative
902,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4591.wav,negative
903,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4592.wav,negative
904,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4595.wav,negative
905,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4597.wav,negative
906,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4600.wav,negative
909,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4609.wav,negative
910,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4612.wav,negative
911,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4625.wav,negative
912,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4629.wav,negative
914,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4635.wav,negative
915,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4638.wav,negative
916,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4639.wav,negative
917,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4640.wav,negative
920,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4653.wav,negative
922,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4662.wav,negative
924,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4670.wav,negative
926,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/468.wav,negative
928,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4681.wav,negative
929,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4692.wav,negative
930,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4695.wav,negative
931,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4698.wav,negative
932,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/47.wav,negative
933,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4718.wav,negative
934,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4721.wav,negative
935,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4722.wav,negative
936,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4731.wav,negative
938,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4754.wav,negative
939,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4760.wav,negative
941,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4774.wav,negative
942,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/478.wav,negative
943,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4785.wav,negative
944,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4786.wav,negative
945,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4788.wav,negative
948,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4793.wav,negative
949,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4794.wav,negative
950,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4800.wav,negative
951,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4801.wav,negative
952,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4804.wav,negative
954,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4809.wav,negative
955,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4817.wav,negative
956,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4823.wav,negative
957,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/483.wav,negative
958,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4833.wav,negative
959,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4842.wav,negative
960,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4843.wav,negative
961,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4846.wav,negative
963,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4850.wav,negative
964,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4852.wav,negative
966,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4862.wav,negative
970,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4881.wav,negative
972,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/489.wav,negative
973,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4892.wav,negative
974,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4894.wav,negative
976,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4921.wav,negative
977,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4929.wav,negative
978,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4936.wav,negative
979,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/494.wav,negative
980,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4962.wav,negative
981,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4963.wav,negative
982,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4974.wav,negative
983,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/4977.wav,negative
985,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/500.wav,negative
986,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5009.wav,negative
987,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/501.wav,negative
988,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5017.wav,negative
989,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5020.wav,negative
990,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5031.wav,negative
991,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5035.wav,negative
992,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5039.wav,negative
996,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5059.wav,negative
998,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5062.wav,negative
1000,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5072.wav,negative
1001,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5074.wav,negative
1003,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5083.wav,negative
1005,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5096.wav,negative
1007,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5104.wav,negative
1009,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5109.wav,negative
1010,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5115.wav,negative
1012,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/512.wav,negative
1013,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5128.wav,negative
1014,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5135.wav,negative
1015,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5138.wav,negative
1016,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5139.wav,negative
1019,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/515.wav,negative
1021,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5164.wav,negative
1023,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5181.wav,negative
1028,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5233.wav,negative
1029,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5266.wav,negative
1030,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5285.wav,negative
1032,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/531.wav,negative
1033,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5311.wav,negative
1035,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/532.wav,negative
1036,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5337.wav,negative
1037,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5339.wav,negative
1038,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5341.wav,negative
1039,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5343.wav,negative
1040,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5345.wav,negative
1041,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/535.wav,negative
1042,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5351.wav,negative
1043,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5356.wav,negative
1048,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5386.wav,negative
1050,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5390.wav,negative
1052,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5400.wav,negative
1053,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5406.wav,negative
1054,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5410.wav,negative
1056,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5413.wav,negative
1057,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/542.wav,negative
1060,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5436.wav,negative
1062,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5455.wav,negative
1064,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/546.wav,negative
1065,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5460.wav,negative
1066,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/547.wav,negative
1068,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5473.wav,negative
1069,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5475.wav,negative
1070,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5478.wav,negative
1071,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5490.wav,negative
1072,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5493.wav,negative
1073,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5495.wav,negative
1074,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5501.wav,negative
1077,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5505.wav,negative
1078,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5506.wav,negative
1079,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5510.wav,negative
1080,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5511.wav,negative
1081,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5517.wav,negative
1082,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5522.wav,negative
1083,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5529.wav,negative
1084,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5531.wav,negative
1086,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5549.wav,negative
1088,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5567.wav,negative
1089,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5568.wav,negative
1090,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5570.wav,negative
1091,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5585.wav,negative
1092,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5588.wav,negative
1093,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/559.wav,negative
1095,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5595.wav,negative
1096,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5599.wav,negative
1098,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/561.wav,negative
1101,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5630.wav,negative
1103,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5636.wav,negative
1104,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5648.wav,negative
1105,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/565.wav,negative
1106,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5656.wav,negative
1108,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5662.wav,negative
1111,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5670.wav,negative
1112,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5678.wav,negative
1113,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/568.wav,negative
1117,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5696.wav,negative
1118,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/57.wav,negative
1120,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5705.wav,negative
1121,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5708.wav,negative
1122,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5711.wav,negative
1123,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5714.wav,negative
1124,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5730.wav,negative
1125,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5742.wav,negative
1126,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/575.wav,negative
1127,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5751.wav,negative
1128,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5754.wav,negative
1129,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5755.wav,negative
1131,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5764.wav,negative
1132,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/577.wav,negative
1133,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5773.wav,negative
1134,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5780.wav,negative
1135,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5786.wav,negative
1136,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5792.wav,negative
1137,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5793.wav,negative
1138,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5797.wav,negative
1139,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5809.wav,negative
1140,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5815.wav,negative
1141,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5816.wav,negative
1143,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/582.wav,negative
1145,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5836.wav,negative
1146,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5840.wav,negative
1148,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5842.wav,negative
1149,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5843.wav,negative
1151,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5847.wav,negative
1153,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5860.wav,negative
1154,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5865.wav,negative
1155,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/587.wav,negative
1156,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5876.wav,negative
1157,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5882.wav,negative
1158,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5884.wav,negative
1159,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5885.wav,negative
1160,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5897.wav,negative
1161,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5901.wav,negative
1162,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5911.wav,negative
1163,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5916.wav,negative
1164,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5917.wav,negative
1165,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5922.wav,negative
1167,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5930.wav,negative
1168,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5933.wav,negative
1169,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5938.wav,negative
1170,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/595.wav,negative
1172,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/596.wav,negative
1174,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5964.wav,negative
1175,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5968.wav,negative
1176,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5971.wav,negative
1178,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5975.wav,negative
1180,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5983.wav,negative
1182,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5989.wav,negative
1183,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5993.wav,negative
1186,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/5998.wav,negative
1188,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6001.wav,negative
1189,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6005.wav,negative
1190,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6010.wav,negative
1191,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6021.wav,negative
1193,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6031.wav,negative
1194,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6041.wav,negative
1195,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6045.wav,negative
1197,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6052.wav,negative
1201,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6074.wav,negative
1202,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6077.wav,negative
1205,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6081.wav,negative
1206,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6082.wav,negative
1208,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6092.wav,negative
1209,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6095.wav,negative
1211,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6098.wav,negative
1212,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6107.wav,negative
1213,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/612.wav,negative
1214,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6121.wav,negative
1215,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6130.wav,negative
1216,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6132.wav,negative
1217,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6133.wav,negative
1218,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6138.wav,negative
1219,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/614.wav,negative
1220,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6140.wav,negative
1222,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6143.wav,negative
1224,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6159.wav,negative
1225,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6163.wav,negative
1226,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/617.wav,negative
1227,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6172.wav,negative
1228,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6173.wav,negative
1229,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6177.wav,negative
1232,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6180.wav,negative
1233,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6183.wav,negative
1234,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/620.wav,negative
1235,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6202.wav,negative
1236,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6204.wav,negative
1239,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6220.wav,negative
1240,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/624.wav,negative
1241,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6240.wav,negative
1242,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6242.wav,negative
1243,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6247.wav,negative
1245,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/625.wav,negative
1247,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6264.wav,negative
1249,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6269.wav,negative
1250,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/629.wav,negative
1251,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6312.wav,negative
1252,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6317.wav,negative
1253,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6318.wav,negative
1254,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6319.wav,negative
1255,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6321.wav,negative
1256,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6331.wav,negative
1257,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6335.wav,negative
1258,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/634.wav,negative
1259,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6345.wav,negative
1260,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6346.wav,negative
1261,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6348.wav,negative
1262,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6361.wav,negative
1263,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/637.wav,negative
1264,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6375.wav,negative
1265,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/638.wav,negative
1266,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6383.wav,negative
1267,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6385.wav,negative
1268,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6389.wav,negative
1269,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6392.wav,negative
1271,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6399.wav,negative
1272,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6417.wav,negative
1273,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6418.wav,negative
1275,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6420.wav,negative
1276,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/645.wav,negative
1278,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/6467.wav,negative
